article_id,section,topic,paywall_type,publish_date
a_01780,politik,eu,premium,2025-06-29
a_01781,lifestyle,familie,free,2026-01-17
a_01782,politik,usa_politics,metered,2026-06-25
a_01783,politik,abstimmungen,metered,2024-12-28
a_01784,politik,eu,metered,2024-12-10
a_01785,politik,usa_politics,metered,2025-12-07
a_01786,wirtschaft,boerse,premium,2026-03-26
a_01787,feuilleton,literatur,metered,2025-12-12
a_01788,feuilleton,kunst,premium,2026-06-30
a_01789,sport,tennis,metered,2024-11-23
a_01790,international,europa,premium,2025-09-25
a_01791,meinung,kolumne,metered,2026-01-04
a_01792,wirtschaft,boerse,free,2025-12-19
a_01793,wirtschaft,makro,metered,2024-11-21
a_01794,international,amerika,metered,2025-01-17
a_01795,feuilleton,literatur,free,2026-06-28
a_01796,lifestyle,essen,metered,2025-06-01
a_01797,lifestyle,familie,premium,2025-02-20
a_01798,lifestyle,reisen,premium,2025-02-19
a_01799,wirtschaft,immobilien,metered,2025-02-13
a_01800,lifestyle,reisen,metered,2025-10-21
a_01801,lifestyle,familie,premium,2025-09-02
a_01802,international,amerika,premium,2026-05-26
a_01803,technologie,gadgets,free,2025-08-17
a_01804,politik,nahost,free,2024-11-18
a_01805,sport,fussball,free,2025-09-18
a_01806,sport,tennis,metered,2025-08-28
a_01807,sport,fussball,premium,2025-05-18
a_01808,feuilleton,musik,free,2026-01-14
a_01809,lifestyle,gesundheit,metered,2026-05-26
a_01810,feuilleton,kunst,free,2025-07-20
a_01811,sport,ski,free,2026-01-15
a_01812,sport,fussball,metered,2025-09-24
a_01813,technologie,climate_tech,metered,2026-01-15
a_01814,sport,fussball,metered,2025-08-02
a_01815,international,europa,metered,2025-04-07
a_01816,international,asien,metered,2025-10-29
a_01817,sport,ski,premium,2025-06-27
a_01818,feuilleton,theater,premium,2024-12-12
a_01819,lifestyle,essen,metered,2026-01-24
a_01820,international,asien,premium,2025-09-28
a_01821,international,asien,metered,2025-11-05
a_01822,wirtschaft,banken,free,2025-09-07
a_01823,politik,abstimmungen,metered,2026-04-22
a_01824,technologie,gadgets,premium,2025-02-19
a_01825,feuilleton,musik,metered,2024-12-19
a_01826,feuilleton,musik,premium,2025-09-21
a_01827,politik,nahost,metered,2026-04-13
a_01828,international,afrika,premium,2025-08-09
a_01829,politik,usa_politics,premium,2025-07-13
a_01830,technologie,cybersecurity,premium,2025-10-27
a_01831,international,klima,premium,2025-05-27
a_01832,politik,nahost,metered,2025-10-09
a_01833,meinung,leitartikel,metered,2026-06-09
a_01834,international,asien,metered,2025-07-04
a_01835,sport,eishockey,premium,2025-08-21
a_01836,feuilleton,film,metered,2026-02-18
a_01837,technologie,startups,free,2025-12-14
a_01838,international,klima,metered,2025-06-05
a_01839,meinung,gastkommentar,free,2025-09-15
a_01840,politik,nahost,metered,2025-08-16
a_01841,technologie,gadgets,free,2025-06-30
a_01842,wirtschaft,unternehmen,premium,2025-07-17
a_01843,international,afrika,metered,2024-11-10
a_01844,feuilleton,kunst,premium,2025-08-22
a_01845,technologie,cybersecurity,free,2025-05-10
a_01846,technologie,climate_tech,metered,2026-03-01
a_01847,sport,ski,premium,2025-11-18
a_01848,lifestyle,reisen,metered,2026-01-05
a_01849,international,afrika,free,2025-04-11
a_01850,technologie,climate_tech,premium,2024-11-26
a_01851,lifestyle,familie,free,2025-06-22
a_01852,politik,usa_politics,metered,2025-08-28
a_01853,wirtschaft,unternehmen,metered,2025-07-21
a_01854,sport,ski,metered,2025-01-15
a_01855,wirtschaft,boerse,metered,2025-03-03
a_01856,sport,ski,free,2026-01-17
a_01857,politik,bundesrat,metered,2026-05-03
a_01858,feuilleton,musik,metered,2026-06-22
a_01859,politik,eu,metered,2025-09-04
a_01860,sport,tennis,free,2025-11-11
a_01861,sport,olympia,metered,2025-11-04
a_01862,sport,olympia,premium,2025-06-19
a_01863,international,europa,premium,2025-05-19
a_01864,meinung,gastkommentar,premium,2024-12-14
a_01865,wirtschaft,makro,metered,2024-11-23
a_01866,technologie,gadgets,metered,2025-05-21
a_01867,international,klima,premium,2025-06-12
a_01868,wirtschaft,banken,free,2025-09-15
a_01869,politik,nahost,metered,2026-06-13
a_01870,international,afrika,metered,2026-04-19
a_01871,wirtschaft,makro,metered,2025-02-27
a_01872,lifestyle,familie,premium,2025-09-08
a_01873,sport,eishockey,metered,2025-10-04
a_01874,lifestyle,essen,metered,2026-06-21
a_01875,technologie,climate_tech,metered,2025-07-04
a_01876,lifestyle,reisen,premium,2025-06-13
a_01877,lifestyle,reisen,metered,2026-02-05
a_01878,meinung,gastkommentar,metered,2024-11-01
a_01879,wirtschaft,immobilien,premium,2024-12-29
a_01880,international,asien,premium,2025-11-17
a_01881,wirtschaft,immobilien,metered,2025-05-21
a_01882,feuilleton,literatur,free,2025-03-14
a_01883,feuilleton,literatur,premium,2026-03-17
a_01884,sport,fussball,premium,2025-03-28
a_01885,wirtschaft,unternehmen,free,2024-11-16
a_01886,lifestyle,essen,free,2024-11-11
a_01887,sport,olympia,free,2026-05-06
a_01888,lifestyle,gesundheit,metered,2025-09-19
a_01889,politik,abstimmungen,metered,2024-11-09
a_01890,sport,fussball,metered,2025-03-31
a_01891,meinung,leitartikel,premium,2025-05-19
a_01892,lifestyle,gesundheit,metered,2026-06-27
a_01893,technologie,gadgets,premium,2025-09-24
a_01894,technologie,climate_tech,metered,2026-03-23
a_01895,lifestyle,reisen,metered,2025-07-31
a_01896,sport,tennis,premium,2026-01-12
a_01897,international,europa,free,2024-11-23
a_01898,international,amerika,free,2025-06-03
a_01899,international,europa,metered,2025-08-07
a_01900,meinung,leitartikel,metered,2024-12-14
a_01901,politik,eu,metered,2025-04-11
a_01902,lifestyle,essen,premium,2025-12-12
a_01903,sport,fussball,premium,2025-12-21
a_01904,lifestyle,gesundheit,free,2024-11-14
a_01905,politik,eu,free,2025-04-10
a_01906,politik,nahost,metered,2025-07-27
a_01907,feuilleton,musik,premium,2025-04-15
a_01908,lifestyle,familie,metered,2024-12-03
a_01909,politik,bundesrat,metered,2024-11-24
a_01910,wirtschaft,immobilien,metered,2025-10-06
a_01911,sport,olympia,premium,2025-06-11
a_01912,lifestyle,reisen,free,2025-10-06
a_01913,wirtschaft,banken,metered,2026-01-03
a_01914,lifestyle,gesundheit,free,2025-09-19
a_01915,sport,fussball,metered,2025-10-04
a_01916,technologie,climate_tech,metered,2026-01-08
a_01917,technologie,climate_tech,metered,2025-02-19
a_01918,international,klima,free,2025-03-19
a_01919,politik,usa_politics,free,2026-01-15
a_01920,meinung,gastkommentar,free,2025-03-27
a_01921,sport,olympia,premium,2026-04-15
a_01922,feuilleton,film,metered,2025-07-11
a_01923,technologie,ki,free,2024-12-19
a_01924,meinung,gastkommentar,metered,2026-01-01
a_01925,sport,tennis,metered,2025-07-17
a_01926,technologie,ki,free,2025-01-10
a_01927,meinung,kolumne,premium,2025-03-10
a_01928,feuilleton,literatur,metered,2026-04-22
a_01929,feuilleton,kunst,metered,2025-08-07
a_01930,feuilleton,musik,metered,2025-04-03
a_01931,feuilleton,literatur,premium,2025-09-26
a_01932,sport,fussball,metered,2025-01-17
a_01933,wirtschaft,unternehmen,free,2025-06-26
a_01934,international,asien,free,2025-10-30
a_01935,meinung,leitartikel,metered,2026-06-04
a_01936,technologie,ki,free,2025-04-17
a_01937,meinung,kolumne,metered,2026-03-17
a_01938,international,europa,premium,2025-07-07
a_01939,lifestyle,reisen,metered,2026-04-26
a_01940,sport,ski,metered,2024-12-08
a_01941,feuilleton,musik,metered,2025-01-22
a_01942,international,amerika,free,2025-08-10
a_01943,meinung,gastkommentar,free,2026-02-22
a_01944,lifestyle,essen,free,2025-05-04
a_01945,wirtschaft,boerse,metered,2025-01-12
a_01946,feuilleton,kunst,premium,2025-02-12
a_01947,feuilleton,theater,metered,2025-04-25
a_01948,sport,eishockey,free,2025-06-23
a_01949,meinung,leitartikel,free,2025-10-15
a_01950,international,europa,premium,2026-02-11
a_01951,politik,bundesrat,free,2025-01-17
a_01952,international,klima,metered,2026-02-07
a_01953,lifestyle,essen,premium,2026-06-23
a_01954,sport,fussball,metered,2025-06-07
a_01955,feuilleton,film,metered,2025-03-05
a_01956,lifestyle,familie,metered,2026-06-15
a_01957,wirtschaft,immobilien,metered,2026-05-08
a_01958,international,klima,metered,2025-01-16
a_01959,international,amerika,free,2026-03-28
a_01960,feuilleton,theater,premium,2026-04-03
a_01961,meinung,leitartikel,metered,2025-05-04
a_01962,meinung,kolumne,free,2026-06-18
a_01963,lifestyle,essen,metered,2025-02-24
a_01964,lifestyle,familie,metered,2025-10-14
a_01965,international,europa,premium,2026-01-01
a_01966,politik,bundesrat,free,2024-12-07
a_01967,lifestyle,reisen,metered,2026-05-13
a_01968,lifestyle,familie,premium,2026-05-14
a_01969,technologie,climate_tech,metered,2025-06-17
a_01970,wirtschaft,boerse,metered,2025-07-24
a_01971,technologie,startups,premium,2025-06-13
a_01972,sport,tennis,metered,2025-02-13
a_01973,feuilleton,theater,metered,2026-04-21
a_01974,sport,tennis,metered,2026-04-26
a_01975,sport,eishockey,metered,2025-10-15
a_01976,technologie,gadgets,premium,2025-07-18
a_01977,wirtschaft,immobilien,metered,2025-12-17
a_01978,wirtschaft,makro,metered,2025-08-31
a_01979,feuilleton,literatur,premium,2026-02-01
a_01980,sport,ski,metered,2025-10-13
a_01981,international,klima,metered,2025-02-14
a_01982,feuilleton,literatur,metered,2026-05-05
a_01983,international,amerika,metered,2025-07-18
a_01984,politik,usa_politics,metered,2025-09-02
a_01985,meinung,kolumne,free,2025-12-08
a_01986,lifestyle,familie,metered,2026-04-24
a_01987,feuilleton,theater,metered,2025-07-13
a_01988,wirtschaft,boerse,premium,2025-02-12
a_01989,meinung,kolumne,free,2025-01-04
a_01990,wirtschaft,makro,premium,2025-11-10
a_01991,politik,usa_politics,free,2025-07-13
a_01992,politik,eu,metered,2025-09-15
a_01993,sport,tennis,metered,2026-03-30
a_01994,meinung,leitartikel,metered,2025-05-17
a_01995,politik,abstimmungen,premium,2025-11-28
a_01996,feuilleton,literatur,metered,2025-03-10
a_01997,lifestyle,familie,free,2025-12-28
a_01998,meinung,gastkommentar,metered,2024-12-13
a_01999,meinung,leitartikel,metered,2025-03-06
a_02000,technologie,ki,metered,2025-04-08
